product,scene,category,XMIN,YMIN,XMAX,YMAX
http://i.pinimg.com/400x/b4/e4/0a/b4e40aa33f8b4af36dbd4ee8f8be8237.jpg,http://i.pinimg.com/400x/fb/5b/96/fb5b96f435504e7bce07b3b37a2f268f.jpg,bottomwear,0.241818,0.411765,0.443636,0.818015
http://i.pinimg.com/400x/97/a7/7d/97a77d5976e57a1d8455f3824a960e38.jpg,http://i.pinimg.com/400x/ee/fe/0c/eefe0c3cd01f5846ca23a7113c6c3b8f.jpg,bottomwear,0.34929,0.383064,0.671402,0.917413
http://i.pinimg.com/400x/35/52/09/3552094210b742789c7de41a3abcf1e0.jpg,http://i.pinimg.com/400x/0a/7d/b4/0a7db41d6e80ed6dc737f41d5435793c.jpg,bottomwear,0.753602,0.394642,1.0,0.647396
http://i.pinimg.com/400x/f1/15/6d/f1156d7d0bcd3287c16d2fc3e97963bd.jpg,http://i.pinimg.com/400x/3e/ac/15/3eac15e34eb5d29ac484b5d5d40c6ccc.jpg,bottomwear,0.249052,0.467095,0.645771,0.956687
http://i.pinimg.com/400x/b4/e4/0a/b4e40aa33f8b4af36dbd4ee8f8be8237.jpg,http://i.pinimg.com/400x/95/b4/a8/95b4a83cd762243db9fd962ae8d78954.jpg,bottomwear,0.32002,0.484614,0.627157,0.921676
http://i.pinimg.com/400x/99/8e/fb/998efb30f308f64376759d14ae29661f.jpg,http://i.pinimg.com/400x/f1/4d/de/f14ddea3fb1eab5356b55a1337d93ddf.jpg,bottomwear,0.406828,0.640671,0.633308,0.924715
http://i.pinimg.com/400x/35/73/55/35735550a706fc833d9ee1b06be24858.jpg,http://i.pinimg.com/400x/24/53/b7/2453b799743ed5adf7dfac8dc88e4b58.jpg,bottomwear,0.370572,0.457195,0.555858,0.863388
http://i.pinimg.com/400x/47/81/7e/47817e1471a71ae15289f03086d9e7c5.jpg,http://i.pinimg.com/400x/9b/65/8e/9b658e4f88c26616a1d80979ec655ec4.jpg,bottomwear,0.368308,0.408015,0.642398,0.617486
http://i.pinimg.com/400x/0e/3d/26/0e3d26a923c68322f6e6a06943559a71.jpg,http://i.pinimg.com/400x/cf/4b/e0/cf4be00ed4a5d8cada1560203a05be69.jpg,bottomwear,0.342275,0.455681,0.664651,0.811233
http://i.pinimg.com/400x/5f/e9/e7/5fe9e70fb595c3bcbf6ed296d7f18d89.jpg,http://i.pinimg.com/400x/f3/78/1e/f3781eaf35707ec19e5b519cec6278ba.jpg,bottomwear,0.3405,0.666449,0.646267,1.0
http://i.pinimg.com/400x/42/a0/0e/42a00e3487572f96955e28e7fb3aa189.jpg,http://i.pinimg.com/400x/db/94/8c/db948ca66e542a20d52bfd8efdcd7f56.jpg,bottomwear,0.198795,0.703999,0.764358,0.996821
http://i.pinimg.com/400x/a1/a3/39/a1a3396671129678c0635b926a3450cb.jpg,http://i.pinimg.com/400x/36/ba/f4/36baf4a30eb56c32edddf46ed6af841d.jpg,bottomwear,0.209039,0.29025,0.923316,0.92253
http://i.pinimg.com/400x/fc/18/ac/fc18acef8404e76b277a4970aa3d75af.jpg,http://i.pinimg.com/400x/a6/10/da/a610da57702c7ca204e03c4359882aae.jpg,bottomwear,0.323091,0.640866,0.721774,1.0
http://i.pinimg.com/400x/9e/ae/ed/9eaeedef6a05a4dc2a4863665cb0b908.jpg,http://i.pinimg.com/400x/87/b3/1a/87b31ab003ee29ccca5519f6bc56d27d.jpg,bottomwear,0.417893,0.786254,0.56172,0.935942
http://i.pinimg.com/400x/6e/e1/0d/6ee10dcb95acad3076c7c2a1a1c71feb.jpg,http://i.pinimg.com/400x/bc/7a/f9/bc7af9d5ee441e76d16d758514870204.jpg,bottomwear,0.386973,0.250748,0.668613,0.84474
http://i.pinimg.com/400x/79/be/61/79be61f9904e1397c184efdbddc98149.jpg,http://i.pinimg.com/400x/8c/2b/1a/8c2b1ae34e38a80b13c6a2518955ad4f.jpg,bottomwear,0.271992,0.798245,0.669849,1.0
http://i.pinimg.com/400x/17/9c/dd/179cddfe8759085c28c072459af08ee9.jpg,http://i.pinimg.com/400x/b0/2e/df/b02edfcd94dc573ef76f102abbee23b0.jpg,bottomwear,0.375342,0.287796,0.627397,0.794171
http://i.pinimg.com/400x/bb/69/7a/bb697a7a142374ef694a66051a81506a.jpg,http://i.pinimg.com/400x/7c/d0/48/7cd0483af5be9d171720b3ed093a980a.jpg,bottomwear,0.540482,0.557634,0.888624,0.947507
http://i.pinimg.com/400x/02/c1/0d/02c10d111c96a41a93bd2ae8341d0f88.jpg,http://i.pinimg.com/400x/31/01/3c/31013c07a57a4adcd53f2a012cb173a1.jpg,bottomwear,0.065838,0.805826,0.304763,1.0
http://i.pinimg.com/400x/60/3e/26/603e26b437d8bc91690e40bc403f6858.jpg,http://i.pinimg.com/400x/5c/d7/44/5cd74445ba553d1aea254fdfb30ab767.jpg,bottomwear,0.604428,0.327613,0.889715,0.68699
http://i.pinimg.com/400x/e0/1a/66/e01a663d909259d049a250ddf174a77c.jpg,http://i.pinimg.com/400x/5c/0c/62/5c0c627b7c466d4b049cb09f14da3942.jpg,bottomwear,0.254468,0.282404,0.696393,0.832056
http://i.pinimg.com/400x/59/a9/37/59a937b74e53b8d3b3738260c9479208.jpg,http://i.pinimg.com/400x/35/d5/e0/35d5e094050567df21902be68903e9bb.jpg,bottomwear,0.376364,0.598182,0.632727,1.0
http://i.pinimg.com/400x/d6/a0/44/d6a04449b194ec6202d260191cdf217d.jpg,http://i.pinimg.com/400x/94/e9/44/94e9445fa5a79649a02438fa64b63918.jpg,bottomwear,0.274032,0.801165,0.472802,0.965624
http://i.pinimg.com/400x/9b/04/b3/9b04b32b35e47ab7624ff2acd4fef9ea.jpg,http://i.pinimg.com/400x/29/34/72/293472beeac575f052cd47c62540c5f0.jpg,bottomwear,0.333082,0.557563,0.630857,0.878418
