product,scene,category,XMIN,YMIN,XMAX,YMAX
http://i.pinimg.com/400x/93/de/aa/93deaa38d2a7fe503c1bc80ba57a67bd.jpg,http://i.pinimg.com/400x/4d/29/ac/4d29ac033a94ee4d006476ce9459c22b.jpg,footwear,0.390411,0.806569,0.577626,1.0
http://i.pinimg.com/400x/f1/68/0c/f1680c6862aeb3be36b4a7617b99e53c.jpg,http://i.pinimg.com/400x/fe/16/c8/fe16c865854f1756cd5b5eb39f97d641.jpg,footwear,0.328395,0.337304,0.522641,0.428221
http://i.pinimg.com/400x/1d/43/cf/1d43cf07e27179269ddbc6b50c6caf10.jpg,http://i.pinimg.com/400x/8d/5b/6f/8d5b6f2896b0e5e794a3a9ed152adea2.jpg,footwear,0.511204,0.137686,0.989972,0.941119
http://i.pinimg.com/400x/e3/a0/ab/e3a0aba42cbc42d278bd1d1ae171a168.jpg,http://i.pinimg.com/400x/71/3d/34/713d34df59d4d00a0c577be8f13ed5a3.jpg,footwear,0.751941,0.858514,0.916729,1.0
http://i.pinimg.com/400x/49/03/36/490336089107a81e4a6823aaba355f0b.jpg,http://i.pinimg.com/400x/e7/d9/51/e7d9515661b9047d68fc4327a2b26553.jpg,footwear,0.043735,0.674876,0.276469,0.829162
http://i.pinimg.com/400x/18/f7/da/18f7dabe078579360d8b3d0f7ed10a29.jpg,http://i.pinimg.com/400x/4a/38/14/4a38148ec81a8875ed7bcfdf49247771.jpg,footwear,0.524734,0.719862,0.693166,0.987141
http://i.pinimg.com/400x/28/00/60/2800603f4665fbdcf7339963d5a19310.jpg,http://i.pinimg.com/400x/d2/e1/52/d2e152f94b9c70c65d3e289e09e381f1.jpg,footwear,0.397086,0.64663,0.500911,1.0
http://i.pinimg.com/400x/9f/06/50/9f0650bd9630b3ed6dce17be8d31dc76.jpg,http://i.pinimg.com/400x/0f/54/85/0f5485cdc4f4375f3b7fd523f3d968d4.jpg,footwear,0.516393,0.726776,0.653005,0.916211
http://i.pinimg.com/400x/1a/ed/d9/1aedd9ff0b40a1836beb946d32cf034d.jpg,http://i.pinimg.com/400x/ff/b3/0a/ffb30a761779ba90458c276c8f90d2c9.jpg,footwear,0.104545,0.58,0.434091,0.976364
http://i.pinimg.com/400x/d3/6c/9a/d36c9ab2fa2acd2818be8e373c82bb26.jpg,http://i.pinimg.com/400x/45/b8/9d/45b89d3bcce45f660b66096efc03b871.jpg,footwear,0.424431,0.500342,0.659071,0.691051
http://i.pinimg.com/400x/ba/fe/8e/bafe8e2d40bd683b1df086a07949121f.jpg,http://i.pinimg.com/400x/83/b7/f8/83b7f84caaa3695a2cf39043342c055a.jpg,footwear,0.198543,0.752277,0.375228,1.0
http://i.pinimg.com/400x/6e/dd/12/6edd129938d62f4cffb6a8a5b440761e.jpg,http://i.pinimg.com/400x/16/19/01/1619017a2d5eaa44a8a717762d249ac0.jpg,footwear,0.633888,0.296214,0.937714,0.739298
http://i.pinimg.com/400x/0c/e5/9f/0ce59f5e34939b53d9f7995dcea3b9cb.jpg,http://i.pinimg.com/400x/28/83/90/28839004967bcbce940bf8cb19d21baa.jpg,footwear,0.470089,0.812651,0.63326,0.954521
http://i.pinimg.com/400x/d4/28/56/d42856b11d96c8b6b95170f81bd00a0f.jpg,http://i.pinimg.com/400x/6d/88/3b/6d883b6d9436bf034d00e03ee3572d36.jpg,footwear,0.492863,0.811553,0.643903,1.0
http://i.pinimg.com/400x/52/da/f8/52daf8f1c69d9b0240af39d2fb66444d.jpg,http://i.pinimg.com/400x/21/6b/20/216b204e434f67d082425d0e78cbc101.jpg,footwear,0.324305,0.852208,0.438921,0.996398
http://i.pinimg.com/400x/e2/22/2a/e2222a1037942c90ac95a4ddfd71ce14.jpg,http://i.pinimg.com/400x/3c/f7/2c/3cf72c1a6e539e5d738e5707bba67b00.jpg,footwear,0.111364,0.725455,0.388636,0.898182
